CarID,ManufacturerID,Model,EngineSize,FuelType,YearOfManufacture,Mileage,Price,DealerID
C26504,1,Fiesta,1.0,Petrol,2013,67209,9892,37
C22312,3,RAV4,1.8,Hybrid,1997,140876,5635,12
C36046,4,Passat,1.8,Petrol,1993,146484,2949,45
C44877,1,Mondeo,1.8,Diesel,2020,26049,41111,38
C23003,4,Golf,1.4,Petrol,2013,57969,15140,3
C18183,1,Fiesta,1.0,Petrol,1998,113420,2620,2
C03837,4,Golf,1.8,Petrol,2009,109944,9151,11
C10128,1,Mondeo,1.8,Diesel,1996,141921,3714,42
C07617,4,Polo,1.0,Petrol,2001,181219,1894,46
C28494,3,RAV4,2.4,Hybrid,2017,36508,51490,49
C01827,1,Fiesta,1.4,Petrol,2003,115240,4267,3
C47937,1,Focus,1.6,Petrol,2003,71380,9059,33
C40105,3,RAV4,1.8,Hybrid,1994,134875,4840,36
C30101,3,RAV4,2.2,Hybrid,1997,231856,2841,2
C03911,4,Passat,1.8,Diesel,1999,100110,6612,25
C13460,3,Yaris,1.4,Hybrid,2017,31387,26519,8
C10690,4,Passat,1.4,Diesel,2012,69616,17175,32
C46174,1,Focus,2.0,Petrol,2003,56251,11183,41
C26455,1,Fiesta,1.2,Petrol,1995,157627,1654,20
C37582,4,Golf,1.2,Petrol,1985,139412,1200,48
C46514,1,Fiesta,1.2,Petrol,2014,32087,14408,30
C36843,4,Passat,2.0,Diesel,2001,209125,3258,42
C19737,4,Polo,1.2,Petrol,1997,149503,2074,49
C24013,0,M5,4.0,Petrol,1988,230780,2886,35
C02013,0,M5,4.4,Petrol,2006,151991,19935,36
C13300,4,Passat,1.8,Diesel,2012,79545,18206,36
C27194,1,Fiesta,1.2,Petrol,2009,70724,8107,37
C07226,1,Focus,1.6,Diesel,2012,115883,12594,2
C00743,3,RAV4,1.8,Hybrid,1995,149567,4596,34
C01672,4,Passat,1.4,Diesel,1997,190173,2467,45
C23504,0,Z4,3.0,Petrol,2017,33414,44187,32
C18239,1,Mondeo,1.8,Diesel,2001,181992,3711,13
C36750,3,RAV4,2.2,Hybrid,1988,151486,3136,11
C48658,3,Prius,1.4,Hybrid,1996,118538,4713,38
C22902,4,Golf,2.0,Petrol,2005,104770,7678,18
C26011,1,Fiesta,1.2,Diesel,2009,70500,8526,18
C49735,2,911,3.0,Petrol,2011,53205,56034,14
C47956,4,Golf,1.6,Diesel,2015,51282,20259,31
C09254,1,Mondeo,2.0,Diesel,1999,87935,7201,25
C36529,3,RAV4,2.4,Petrol,1996,59869,9158,15
C47016,1,Mondeo,1.8,Diesel,2002,176816,4147,13
C32247,1,Fiesta,1.2,Petrol,2014,28858,14678,11
C23733,1,Mondeo,1.6,Diesel,2006,124293,7841,23
C23901,3,Yaris,1.0,Hybrid,1992,147910,1860,20
C06408,3,Prius,1.0,Hybrid,2005,80275,9595,24
C29247,1,Mondeo,1.4,Diesel,1992,232489,1147,23
C00220,3,Yaris,1.4,Hybrid,2003,181179,3468,2
C14327,0,Z4,2.0,Petrol,2012,47875,23702,22
C42416,4,Golf,2.0,Hybrid,2017,27413,34108,29
C03703,3,Yaris,1.2,Hybrid,2000,184014,2565,45
C06811,1,Fiesta,1.0,Petrol,2013,59481,10404,36
C14573,4,Polo,1.4,Petrol,1995,154407,1883,49
C24851,1,Fiesta,1.2,Petrol,1994,224578,864,32
C46330,3,Yaris,1.4,Petrol,2014,57859,15397,49
C11973,4,Passat,1.6,Diesel,1991,292536,692,11
C02290,1,Focus,1.4,Petrol,2000,125603,4678,21
C18642,1,Fiesta,1.0,Petrol,2004,112675,3931,38
C22727,3,RAV4,2.2,Petrol,2018,16775,49105,17
C39678,1,Mondeo,1.4,Diesel,2013,41615,20761,16
C29952,3,Prius,1.8,Hybrid,2006,116039,10611,15
C05564,1,Fiesta,1.0,Petrol,2018,31318,17249,10
C09208,4,Polo,1.6,Petrol,1990,119506,1905,22
C31486,4,Golf,1.6,Petrol,1991,254896,754,30
C25760,0,M5,4.4,Petrol,2012,64816,56904,5
C02343,1,Fiesta,1.4,Petrol,1995,195685,1291,12
C17639,0,X3,2.4,Diesel,2011,56864,25310,1
C22608,3,RAV4,2.2,Hybrid,2013,54124,33904,38
C35479,4,Golf,1.4,Diesel,2016,37605,22017,35
C16078,4,Passat,2.0,Diesel,2015,82593,22951,20
C31768,4,Golf,1.2,Petrol,1990,150437,1531,32
C01787,4,Golf,1.8,Petrol,2005,132968,5869,0
C12702,0,M5,5.0,Petrol,2001,97604,23219,27
C29387,1,Mondeo,1.4,Diesel,2013,87639,15354,29
C11478,1,Mondeo,1.8,Petrol,2009,133060,9032,36
C17292,1,Fiesta,1.0,Petrol,1996,117770,2218,26
C15986,4,Golf,2.0,Petrol,1997,79528,5395,5
C47962,1,Fiesta,1.0,Petrol,2007,104100,5119,19
C14360,4,Polo,1.0,Petrol,1999,69519,3931,6
C08845,1,Fiesta,1.2,Petrol,2017,31290,17679,10
C14687,4,Golf,2.0,Petrol,1993,146249,2499,10
C13489,4,Polo,1.6,Petrol,2010,83485,9412,43
C37839,0,X3,2.0,Diesel,2009,114888,13461,14
C49209,1,Focus,1.8,Diesel,2014,57719,22976,27
C30697,1,Fiesta,1.2,Petrol,1998,190922,1522,40
C28434,0,M5,4.0,Petrol,2003,10000,41189,14
C06384,0,Z4,2.4,Petrol,1995,207642,2434,24
C41079,4,Polo,1.2,Petrol,1997,129327,2437,0
C13998,1,Focus,1.0,Petrol,2004,85687,6939,6
C40178,3,Yaris,1.0,Petrol,2008,131674,5131,3
C24522,1,Fiesta,1.2,Hybrid,2016,20629,21078,47
C07185,1,Mondeo,1.8,Hybrid,2005,148712,7321,20
C17191,1,Focus,1.6,Petrol,1989,185409,1467,4
C35575,1,Fiesta,1.2,Petrol,2005,104107,4907,0
C40365,4,Polo,1.4,Petrol,2020,18733,25689,27
C05882,1,Mondeo,2.0,Diesel,2013,80920,19234,12
C13253,1,Fiesta,1.0,Petrol,2020,17622,21283,14
C19175,4,Golf,1.6,Petrol,1992,267309,718,38
C03306,0,Z4,2.4,Petrol,1997,107570,6350,15
C23874,1,Focus,1.4,Petrol,2005,135430,6043,3
C45959,3,Prius,1.4,Hybrid,2011,46302,21144,1
C36033,1,Focus,1.8,Petrol,2019,22666,37673,18
C23303,1,Mondeo,1.8,Diesel,2014,73525,20516,9
C03065,2,718 Cayman,2.0,Petrol,2009,83534,18558,23
C43141,4,Passat,1.8,Diesel,2020,20794,44727,5
C37032,4,Golf,1.2,Petrol,2011,78507,10703,41
C37777,2,911,3.5,Petrol,2018,37708,106113,28
C47759,3,RAV4,1.8,Hybrid,1985,267170,833,26
C06182,3,Prius,1.0,Hybrid,2006,140363,6538,34
C13578,1,Mondeo,2.0,Petrol,2019,24376,38974,11
C46619,1,Mondeo,1.6,Diesel,2005,32461,13744,46
C32466,0,X3,2.4,Diesel,2003,154897,7196,35
C21040,3,Prius,1.8,Hybrid,2002,42364,13477,28
C20341,3,Yaris,1.4,Petrol,2016,58967,17468,26
C34145,4,Passat,2.0,Diesel,1991,150900,2755,4
C41632,1,Mondeo,1.4,Petrol,2002,26652,10364,14
C23262,0,X3,2.0,Diesel,2005,121211,9823,20
C30308,2,911,3.5,Petrol,2014,63934,69001,11
C00325,1,Focus,1.8,Petrol,2002,166994,4332,13
C45339,1,Focus,2.0,Diesel,2008,48212,17235,28
C14510,3,RAV4,1.8,Petrol,2018,36382,39751,34
C19885,1,Mondeo,2.0,Diesel,1993,219944,1642,32
C29105,3,Yaris,1.2,Petrol,1994,197580,1273,37
C27881,0,X3,3.0,Diesel,1999,154188,6198,30
C39054,2,911,2.6,Petrol,1995,229378,4446,3
C02542,3,RAV4,1.8,Hybrid,1990,281856,1013,8
C19917,1,Focus,2.0,Diesel,2021,15732,49488,49
C26410,4,Golf,2.0,Petrol,2018,22645,31208,26
C44555,3,Yaris,1.2,Petrol,1993,161706,1620,49
C08369,4,Polo,1.4,Petrol,1998,169110,2034,4
C23446,0,M5,5.0,Petrol,2000,110128,19803,46
C00081,3,RAV4,1.8,Hybrid,1999,162425,5396,26
C20049,1,Focus,1.4,Diesel,2011,56946,16672,15
C01804,1,Fiesta,1.2,Petrol,2011,57883,10077,8
C35808,4,Polo,1.0,Petrol,2013,42560,11869,28
C07626,1,Fiesta,1.4,Petrol,1993,162550,1500,15
C49096,4,Golf,1.6,Petrol,1991,187338,1384,27
C09062,1,Mondeo,1.4,Diesel,1994,161756,2436,23
C01107,1,Fiesta,1.2,Petrol,2014,66436,11642,18
C48350,1,Fiesta,1.0,Petrol,1996,78459,2952,19
C11082,4,Golf,2.0,Petrol,2012,35651,19419,29
C40804,1,Mondeo,1.4,Diesel,2011,86793,13517,17
C22724,1,Fiesta,1.0,Petrol,1992,179799,1025,28
C18966,1,Mondeo,1.4,Diesel,2006,94559,9164,0
C13989,4,Passat,1.4,Petrol,2010,130893,9151,18
C20089,3,Prius,1.8,Hybrid,2009,120988,12478,22
C20825,2,718 Cayman,2.0,Petrol,2010,61834,22961,43
C46083,4,Polo,1.6,Petrol,2015,67289,14666,7
C17386,2,911,3.0,Petrol,2004,128845,20522,23
C38789,3,Yaris,1.4,Petrol,2011,67322,11852,43
C26031,3,RAV4,2.4,Petrol,1995,172686,3647,8
C02993,1,Fiesta,1.2,Petrol,1985,290376,257,26
C05182,3,Yaris,1.0,Petrol,1990,147278,1364,21
C15131,4,Polo,1.4,Petrol,2013,67502,11989,33
C00324,4,Polo,1.0,Petrol,1993,159497,1335,24
C22534,4,Passat,1.8,Diesel,2010,65922,17466,8
C12052,4,Golf,1.2,Petrol,2016,40847,19041,47
C08162,2,718 Cayman,4.0,Petrol,2006,67306,23994,11
C20758,1,Fiesta,1.0,Hybrid,2007,85613,7018,19
C29618,3,Yaris,1.4,Petrol,1999,209381,1729,42
C15227,3,Prius,1.4,Hybrid,2008,85760,13348,28
C08338,4,Golf,1.6,Diesel,2002,136479,4626,27
C19701,1,Fiesta,1.2,Petrol,2020,25439,22327,44
C24167,4,Polo,2.0,Petrol,1991,213735,1033,5
C28193,3,Yaris,1.4,Hybrid,2018,40177,26918,25
C09805,4,Golf,2.0,Petrol,2010,83444,12492,2
C41527,3,Yaris,1.4,Petrol,2000,100178,4526,2
C21432,2,911,3.5,Petrol,1984,287006,1450,5
C40933,3,Yaris,1.4,Hybrid,2017,35957,25821,41
C38387,3,Yaris,1.4,Petrol,2009,33245,12825,37
C10856,3,Prius,1.4,Hybrid,2013,49867,23633,11
C29600,3,RAV4,2.2,Hybrid,1999,126524,7975,3
C26333,3,Yaris,1.0,Hybrid,1996,122464,2973,12
C29748,1,Focus,1.8,Petrol,2005,148571,6164,33
C18591,1,Fiesta,1.0,Petrol,2004,113503,3906,21
C24166,1,Mondeo,1.6,Hybrid,1996,97867,5612,18
C10950,4,Passat,2.0,Diesel,1994,163089,3042,16
C44859,0,X3,2.4,Diesel,1997,98469,7486,8
C24158,3,RAV4,2.2,Hybrid,2014,79815,30579,15
C46303,3,RAV4,2.4,Petrol,2008,68280,19290,36
C34535,3,RAV4,1.8,Petrol,1996,100628,5987,28
C19767,4,Golf,1.8,Petrol,2021,8834,38958,24
C39679,4,Polo,1.0,Petrol,2014,76533,10193,5
C01685,4,Polo,1.4,Petrol,1997,158028,2088,34
C45267,4,Polo,1.6,Petrol,1997,111783,3221,16
C24675,4,Golf,1.2,Hybrid,2013,57272,16896,48
C00121,3,Prius,1.4,Hybrid,2001,152067,5040,49
C43102,1,Fiesta,1.2,Petrol,1999,164820,2034,29
C19309,1,Mondeo,1.6,Diesel,1993,219761,1471,25
C02745,3,Prius,1.0,Hybrid,2005,177518,4493,46
C17663,1,Mondeo,1.4,Diesel,1993,247798,1065,3
C00951,3,Prius,1.8,Hybrid,1995,104560,5555,38
C22048,1,Focus,1.8,Petrol,2009,78493,13659,4
C04063,4,Passat,1.8,Diesel,1997,174462,3203,10
C49550,1,Fiesta,1.4,Petrol,2016,50446,15923,10
C03511,2,718 Cayman,4.0,Petrol,2020,18392,82031,1
C47330,1,Mondeo,1.8,Diesel,2013,67106,20035,25
C08851,1,Fiesta,1.2,Diesel,2010,69069,9201,4
C10513,3,RAV4,2.0,Petrol,2000,148971,5662,41
C06426,3,Yaris,1.0,Hybrid,2006,151564,4592,40
C23145,4,Polo,1.6,Petrol,2004,103177,5478,28
C17703,3,RAV4,2.2,Hybrid,1994,98654,7052,44
C02326,1,Fiesta,1.2,Petrol,1995,172649,1458,16
C30402,3,Yaris,1.0,Petrol,1997,117567,2750,48
C31684,3,Yaris,1.4,Hybrid,1993,109055,3189,4
C47123,1,Focus,1.8,Petrol,2011,48882,18941,32
C39061,4,Passat,1.6,Diesel,2007,130588,8430,7
C44760,3,RAV4,2.2,Hybrid,1989,361799,486,40
C32201,1,Focus,1.0,Diesel,2013,45421,17303,45
C38077,1,Mondeo,1.4,Diesel,1994,210797,1594,44
C39747,3,Yaris,1.0,Petrol,2020,24010,23790,23
C01069,4,Golf,1.4,Petrol,1990,224581,871,35
C47072,3,RAV4,2.2,Petrol,1993,136738,4110,6
C37251,3,Prius,1.8,Hybrid,2004,148281,7200,36
C37945,4,Passat,2.0,Diesel,2022,6699,58084,2
C06525,0,Z4,2.2,Petrol,1995,122472,4751,2
C42747,4,Polo,2.0,Petrol,2013,69931,14100,12
C41372,1,Fiesta,1.2,Petrol,1993,306473,376,5
C45479,1,Mondeo,1.6,Diesel,2005,132290,6890,31
C29083,4,Passat,1.8,Diesel,2009,53950,17653,42
C24794,1,Fiesta,1.4,Petrol,2017,33542,18848,46
C27696,0,Z4,2.2,Petrol,1995,257183,1484,28
C49671,1,Focus,1.4,Petrol,2003,110992,6389,15
C42109,3,RAV4,1.8,Hybrid,2018,39035,46957,2
C02779,1,Fiesta,1.0,Petrol,2020,27476,20148,5
C17600,1,Fiesta,1.2,Petrol,1997,169238,1715,20
C47028,3,Yaris,1.2,Petrol,1991,176897,1247,6
C37014,3,Yaris,1.0,Petrol,1999,164280,2159,23
C17517,4,Golf,1.4,Diesel,2011,79555,12051,2
C32338,0,Z4,2.4,Petrol,2022,6131,64073,6
C26344,4,Golf,1.4,Petrol,2010,49023,13115,13
C10734,2,911,3.5,Petrol,2003,173786,14353,10
C22331,1,Focus,2.0,Diesel,2017,23815,36258,18
C17962,3,Prius,1.0,Hybrid,2004,164937,4676,20
C39458,4,Golf,1.4,Petrol,2010,97036,9488,12
C48261,4,Golf,1.6,Petrol,1994,231344,1143,49
C13997,1,Focus,1.4,Petrol,2001,177197,3277,8
C34552,1,Focus,1.0,Diesel,2008,70467,10560,6
C42011,3,Prius,1.0,Hybrid,2008,87939,11109,27
C31687,2,718 Cayman,2.0,Petrol,1993,246325,1656,23
C03582,1,Focus,1.8,Diesel,1996,121208,4413,44
C20972,0,X3,2.0,Diesel,2012,80249,21141,49
C26334,1,Focus,1.6,Petrol,1994,173007,2277,22
C46165,0,Z4,2.2,Petrol,1992,115553,4102,17
C27337,4,Passat,1.6,Diesel,1990,158042,2173,15
C20689,1,Fiesta,1.2,Petrol,2003,58700,5881,23
C27063,1,Fiesta,1.2,Petrol,2000,77801,4241,0
C16427,4,Polo,1.2,Petrol,2006,103933,5390,32
C37837,1,Mondeo,1.8,Diesel,2008,47406,16282,23
C09442,4,Passat,1.8,Diesel,1995,201644,2214,48
C26986,4,Passat,1.4,Diesel,1993,150380,2645,26
C16972,2,Cayenne,3.0,Petrol,2018,30224,68891,41
C48072,1,Fiesta,1.4,Petrol,2021,11043,27884,8
C01636,3,Prius,1.0,Hybrid,1993,141139,2731,44
C24966,3,RAV4,2.2,Hybrid,1993,216378,2503,49
C49221,4,Golf,1.8,Petrol,1997,96062,4554,35
C13990,4,Golf,1.4,Petrol,2006,100992,7061,1
C44580,3,Yaris,1.0,Petrol,2007,142569,4401,26
C22214,4,Polo,1.2,Petrol,2018,48300,17519,14
C49977,0,M5,4.0,Petrol,1994,211856,5106,0
C15421,1,Focus,1.8,Diesel,2014,49312,24227,45
C19358,3,Prius,1.4,Hybrid,2001,162008,4642,39
C36119,2,911,3.0,Petrol,2003,136558,18063,15
C34457,4,Golf,2.0,Petrol,1987,139862,1763,35
C19093,1,Focus,1.6,Diesel,2011,117952,11597,6
C37218,3,Yaris,1.4,Hybrid,1995,196799,1776,11
C43960,4,Golf,1.4,Diesel,1991,149417,1872,45
C03799,2,718 Cayman,2.0,Petrol,2012,97393,20537,38
C42176,0,X3,2.0,Diesel,1993,197127,2353,9
C42115,4,Polo,1.2,Petrol,2021,11588,26419,11
C14770,3,Yaris,1.0,Hybrid,2002,118815,4562,38
C29348,2,911,3.5,Petrol,2016,50491,85917,12
C30916,4,Polo,1.6,Petrol,1997,75705,4174,6
C12529,3,Prius,1.4,Hybrid,2021,7084,51421,9
C46537,4,Passat,1.8,Petrol,2000,153668,4434,15
C00803,1,Focus,1.6,Diesel,2004,93927,8692,35
C46384,3,Yaris,1.0,Petrol,2013,29592,14454,34
C49993,4,Polo,1.4,Petrol,2012,48057,12703,28
C09421,4,Golf,1.8,Petrol,1996,184140,2107,2
C25581,4,Golf,1.6,Petrol,1996,236742,1243,37
C28155,2,718 Cayman,2.0,Petrol,1994,204519,2584,18
C40267,1,Fiesta,1.0,Petrol,2019,28779,18709,16
C03906,3,Yaris,1.0,Petrol,2016,30889,17523,25
C12339,3,RAV4,2.2,Hybrid,1997,92055,9034,9
C10507,4,Passat,1.6,Diesel,1993,193608,1960,48
C09235,1,Mondeo,2.0,Diesel,1992,234036,1352,11
C36097,3,Prius,1.8,Hybrid,1986,381964,251,16
C48890,4,Golf,1.6,Petrol,1997,145818,2928,18
C23368,3,RAV4,2.2,Hybrid,2009,78740,22073,25
C18518,1,Focus,1.4,Petrol,2007,103054,8850,46
C00773,1,Fiesta,1.2,Hybrid,2015,39606,17681,41
C10661,1,Fiesta,1.2,Petrol,1991,18859,3350,6
C28354,4,Polo,1.0,Petrol,1993,121976,1804,47
C22948,4,Golf,1.8,Petrol,2014,38309,20722,0
C18663,3,Yaris,1.0,Hybrid,2006,182921,3527,22
C11716,4,Polo,1.6,Petrol,2002,107597,4639,14
C38100,0,Z4,2.0,Petrol,2010,51204,20319,26
C05041,4,Golf,1.6,Hybrid,2015,67858,20807,20
C42804,1,Focus,1.8,Diesel,2006,66566,12725,47
C46073,4,Golf,2.0,Petrol,1997,110910,4302,20
C05960,4,Passat,1.6,Diesel,2016,46485,27804,11
C30456,0,M5,4.0,Petrol,2011,49176,56089,33
C20376,4,Passat,2.0,Diesel,2018,25992,40081,12
C14223,3,Yaris,1.0,Petrol,2002,104854,4223,9
C22530,4,Golf,1.6,Diesel,1998,93587,4906,30
C14204,1,Mondeo,1.6,Petrol,2006,57795,11986,45
C31799,3,Yaris,1.4,Hybrid,2013,99746,12963,40
C33947,1,Focus,1.8,Diesel,1988,152361,2020,6
C47617,1,Focus,1.6,Diesel,2016,84231,20723,25
C29977,3,Yaris,1.2,Hybrid,2004,183786,3356,21
C07403,3,Yaris,1.0,Petrol,1990,254464,532,1
C39323,1,Mondeo,1.4,Diesel,1991,52448,4480,3
C39585,3,Prius,1.0,Hybrid,1986,203641,1008,39
C41416,4,Golf,2.0,Diesel,2007,114452,8567,23
C15854,4,Polo,1.6,Petrol,2014,53727,14978,14
C03945,1,Focus,1.6,Petrol,2021,13480,42668,10
C14884,1,Focus,1.0,Diesel,2014,69205,15887,32
C07306,0,Z4,2.0,Petrol,2005,155568,6770,33
C37962,1,Fiesta,1.4,Petrol,2002,149193,3054,23
C35318,4,Passat,1.8,Diesel,2003,196022,3966,3
C09085,3,Prius,1.8,Hybrid,2015,57728,29137,10
C07564,4,Golf,2.0,Hybrid,2017,49514,29906,1
C45232,3,Yaris,1.0,Petrol,2006,91017,6097,6
C36670,1,Focus,2.0,Diesel,2009,115704,11544,24
C19653,3,Prius,1.0,Hybrid,2003,139782,5378,33
C47021,1,Mondeo,1.6,Diesel,2022,6434,49241,46
C20202,4,Golf,1.6,Diesel,2020,3325,37118,9
C35497,1,Mondeo,2.0,Diesel,1997,195172,2672,15
C03232,3,Yaris,1.0,Hybrid,2005,184975,3241,47
C43205,0,Z4,3.0,Petrol,2015,50979,34779,32
C40399,3,Prius,1.8,Hybrid,2018,29167,42322,38
C12594,4,Golf,1.4,Diesel,1997,85615,4543,18
C40175,3,Prius,1.8,Hybrid,2015,21575,36164,24
C44189,3,Prius,1.0,Hybrid,1989,266372,695,21
C00201,1,Mondeo,1.8,Diesel,2011,97523,14195,26
C31215,1,Mondeo,1.6,Diesel,2017,45047,28380,4
C39677,2,911,3.0,Petrol,1999,135656,13934,33
C15430,4,Golf,1.8,Petrol,2020,18880,34540,15
C30940,2,911,2.2,Petrol,2015,18620,76794,27
C31222,1,Mondeo,1.8,Diesel,1996,192513,2427,38
C34202,2,911,2.2,Petrol,2003,157978,12995,47
C48936,1,Focus,1.8,Petrol,1993,106103,3858,18
C47151,0,M5,4.0,Petrol,1988,169795,4935,30
C24411,1,Focus,2.0,Diesel,2010,68449,17295,47
C17809,4,Polo,1.4,Petrol,2018,36029,20378,6
C47268,4,Polo,1.2,Petrol,1992,91262,2324,24
C03756,4,Passat,1.8,Petrol,1990,298113,621,26
C33142,1,Focus,2.0,Petrol,2009,59031,16389,15
C12587,1,Fiesta,1.4,Petrol,2012,43167,12754,33
C30438,4,Polo,1.2,Petrol,2012,32163,12936,27
C13329,1,Focus,1.8,Petrol,2007,157617,6538,20
C13062,3,Yaris,1.2,Petrol,1997,179338,1822,25
C28699,4,Golf,1.6,Hybrid,1996,91408,4984,43
C04297,2,Cayenne,4.0,Diesel,1993,285908,2012,17
C30196,1,Fiesta,1.2,Petrol,2019,40099,19181,14
C38037,3,Yaris,1.0,Hybrid,2000,197621,2080,1
C04751,1,Focus,1.4,Petrol,2004,121282,6315,2
C08649,4,Golf,1.2,Hybrid,2006,139758,5823,14
C44355,0,M5,4.4,Petrol,1992,167963,6864,44
C10637,4,Golf,1.8,Hybrid,2021,7047,47186,43
C19241,4,Passat,1.4,Diesel,1995,238865,1397,4
C36310,3,RAV4,2.4,Hybrid,2014,52428,38259,26
C24334,1,Focus,1.4,Diesel,1999,157610,3552,15
C46017,3,Yaris,1.2,Hybrid,2000,150323,3406,31
C22908,0,X3,2.0,Diesel,2011,89499,18537,48
C48717,4,Passat,1.8,Diesel,2002,149940,5485,12
C04557,1,Fiesta,1.2,Petrol,2002,32908,6443,26
C19923,4,Passat,1.6,Petrol,1997,189895,2518,21
C28246,1,Fiesta,1.0,Petrol,1992,217417,736,30
C16262,4,Polo,1.2,Petrol,1996,308522,463,8
C20826,4,Golf,1.4,Petrol,2008,113969,7324,39
C41176,1,Focus,1.8,Petrol,2004,89172,9084,26
C36058,1,Focus,1.6,Hybrid,1993,78362,5323,40
C00858,3,Yaris,1.2,Hybrid,2016,47924,20806,48
C37969,1,Focus,2.0,Petrol,2015,59148,24431,7
C27823,4,Golf,1.8,Petrol,2020,17109,34875,2
C33347,3,RAV4,2.4,Hybrid,2019,40257,57537,7
C31165,3,Prius,1.4,Hybrid,1994,94515,4932,16
C14284,3,Yaris,1.2,Hybrid,1988,183837,1154,4
C20253,4,Polo,1.2,Petrol,1998,105706,3121,30
C05534,3,Prius,1.8,Hybrid,2010,88160,17004,24
C36335,1,Focus,1.6,Petrol,2003,109924,6886,20
C37215,1,Mondeo,1.8,Diesel,1998,102030,5773,28
C44001,1,Focus,1.0,Petrol,2005,71166,8195,14
C01878,3,Prius,1.4,Hybrid,2013,38251,25363,15
C29112,2,718 Cayman,2.0,Petrol,1993,131277,4476,30
C28474,0,Z4,2.0,Petrol,2017,48493,32953,32
C15028,4,Passat,1.4,Diesel,1994,245048,1234,49
C25660,3,RAV4,1.8,Hybrid,2017,28279,46773,42
C25165,2,911,2.2,Petrol,2002,94293,19948,18
C06606,4,Golf,1.2,Diesel,2007,64938,9429,38
C22833,0,Z4,3.0,Petrol,1997,209636,3055,40
C32076,1,Fiesta,1.0,Petrol,2003,61468,5273,3
C41213,1,Mondeo,1.8,Diesel,2020,16783,43273,0
C00968,4,Polo,2.0,Petrol,1997,210040,1594,46
C45502,1,Focus,1.6,Diesel,2015,7129,31051,28
C00748,3,RAV4,1.8,Hybrid,2011,94925,20356,43
C17408,4,Passat,2.0,Diesel,1997,176298,3323,29
C01033,4,Passat,1.8,Diesel,2018,17733,39806,43
C39775,0,X3,3.0,Petrol,1995,67396,8660,48
C25161,3,RAV4,1.8,Petrol,1999,181731,3817,37
C12288,4,Passat,1.8,Diesel,2001,97819,7683,12
C12038,3,RAV4,2.4,Hybrid,1993,200289,3016,21
C28011,3,RAV4,2.2,Hybrid,2008,97251,18118,3
C05271,4,Passat,1.8,Diesel,2005,124481,8208,21
C04284,1,Mondeo,1.6,Diesel,2016,37770,27739,37
C33455,0,Z4,2.0,Petrol,2015,24539,33219,49
C47537,0,Z4,2.0,Petrol,2007,119235,10337,11
C19680,4,Polo,1.2,Petrol,2013,57629,11837,39
C14553,4,Passat,2.0,Diesel,2017,10169,40873,19
C46177,2,911,3.5,Petrol,2013,75951,59572,7
C06759,3,Yaris,1.4,Hybrid,1994,190910,1749,24
C40682,1,Fiesta,1.4,Petrol,2009,69848,8809,9
C04904,1,Mondeo,2.0,Diesel,1985,131822,2038,30
C06694,1,Mondeo,2.0,Diesel,1996,73778,6502,3
C36040,1,Mondeo,1.4,Diesel,1999,201158,2423,9
C20507,0,Z4,3.0,Petrol,2001,106468,9345,17
C29571,1,Fiesta,1.2,Petrol,2007,71616,7053,20
C06936,3,Prius,1.4,Hybrid,2007,116169,9993,12
C16712,1,Focus,1.0,Hybrid,2003,47232,10040,26
C26354,3,RAV4,2.0,Petrol,2013,44495,28598,42
C39638,3,Yaris,1.2,Hybrid,1998,184866,2229,2
C29418,4,Passat,1.4,Diesel,2009,82016,12923,10
C36999,0,M5,5.0,Petrol,2000,111575,19589,48
C19438,2,Cayenne,2.6,Petrol,2004,128139,12895,26
C33494,3,Prius,1.0,Hybrid,2015,30779,25589,37
C41422,3,Prius,1.8,Hybrid,1989,197211,1749,47
C44420,1,Mondeo,1.6,Diesel,1993,221520,1448,27
C03076,3,RAV4,1.8,Hybrid,1997,214573,3004,10
C44260,1,Mondeo,1.4,Petrol,2010,86572,12062,29
C27584,3,Prius,1.8,Hybrid,2003,153980,6429,3
C46001,4,Passat,1.8,Diesel,2019,5113,45485,49
C27405,0,Z4,2.2,Petrol,2002,107489,8490,6
C08676,1,Focus,1.6,Petrol,1990,226017,1094,23
C42188,3,Yaris,1.2,Hybrid,1993,179064,1678,36
C47960,1,Focus,2.0,Petrol,2007,78281,12619,44
C03564,3,RAV4,1.8,Hybrid,1997,186047,3862,33
C49674,3,Prius,1.8,Hybrid,2011,71840,20342,40
C26777,3,Prius,1.4,Hybrid,1990,265652,885,28
C03767,1,Fiesta,1.0,Petrol,1990,220840,625,35
C48090,3,Yaris,1.4,Hybrid,2001,35539,8908,4
C02030,0,M5,4.0,Petrol,2012,81854,48358,40
C16550,4,Polo,1.0,Diesel,1999,173058,1866,20
C12217,4,Golf,1.8,Hybrid,2003,150932,5333,2
C44444,4,Passat,1.8,Petrol,1995,221728,1762,43
C07194,3,Prius,1.8,Hybrid,2008,50763,19094,39
C21300,0,M5,5.0,Petrol,2010,78152,48541,37
C09355,4,Golf,1.8,Petrol,2002,124860,5120,3
C31838,0,M5,4.4,Petrol,2016,14984,100085,0
C22692,1,Focus,1.0,Petrol,2006,103400,6980,39
C12365,0,M5,4.0,Petrol,1996,98313,14804,9
C23009,3,Prius,1.4,Hybrid,1987,175494,1629,16
C12758,4,Polo,2.0,Diesel,1997,132752,3216,44
C02628,3,Yaris,1.0,Hybrid,2012,71461,12499,2
C11606,4,Golf,1.8,Petrol,2014,52337,19018,25
