AccidentID,CarID,Date,Severity,Description,RepairCost
A66568,C44226,2022-11-20,Minor,Side panel scratch,1697.0
A66569,C44226,2023-02-13,Minor,Minor fender bender,1443.0
A66570,C44226,2024-07-22,Major,Parking lot scrape,3386.0
A43983,C29265,2022-04-05,Severe,Door dent from tight parking,939.0
A06084,C04083,2025-08-27,Severe,Minor parking lot accident,2648.0
A51818,C34491,2024-06-10,Moderate,Head-on collision,881.0
A73778,C49026,2024-06-29,Severe,Minor collision at roundabout,1924.0
A20972,C13923,2022-05-21,Minor,Tire puncture during accident,4298.0
A73779,C49027,2022-11-03,Moderate,Minor parking lot accident,3666.0
A73780,C49027,2022-12-13,Major,Parking lot scrape,1801.0
A73781,C49027,2023-04-26,Severe,Minor fender bender,710.0
A63119,C41941,2024-12-03,Major,Minor fender bender,331.0
A49496,C32957,2024-07-15,Severe,Head-on collision,2011.0
A49497,C32957,2024-08-29,Major,Tire puncture during accident,3751.0
A28528,C19003,2021-10-25,Major,Accident on slippery road,4141.0
A17564,C11666,2023-11-13,Major,Collision with pole,103.0
A17565,C11666,2024-01-05,Major,Door dent from tight parking,4192.0
A17566,C11666,2024-08-25,Severe,Head-on collision,2699.0
A25705,C17123,2023-10-21,Severe,Side mirror broken,3055.0
A25706,C17123,2023-06-12,Major,Front bumper scrape,2655.0
A65089,C43223,2023-01-06,Major,Head-on collision,1638.0
A55247,C36790,2021-07-05,Minor,Side swipe from passing vehicle,4351.0
A55248,C36790,2023-11-21,Severe,Rear bumper collision,1407.0
A06223,C04200,2025-01-15,Moderate,Scratched paint on rear bumper,1052.0
A06224,C04200,2021-09-13,Severe,Front-end collision,360.0
A06225,C04200,2024-08-15,Severe,Fender scratch from curb,133.0
A43459,C28909,2023-07-21,Minor,Rear bumper collision,4391.0
A27399,C18238,2021-06-10,Major,Rear bumper collision,1720.0
A27400,C18238,2020-09-08,Major,Parking lot scrape,1331.0
A27401,C18238,2023-06-04,Minor,Accident on slippery road,4646.0
A36981,C24652,2023-03-16,Minor,Tire puncture during accident,4201.0
A36982,C24652,2025-03-13,Major,Minor parking lot accident,4182.0
A36983,C24652,2022-09-01,Minor,Front-end collision,4285.0
A46376,C30880,2022-07-10,Severe,Rear bumper collision,2641.0
A57720,C38416,2022-09-13,Major,Front bumper scrape,150.0
A57721,C38416,2025-08-23,Moderate,Rear bumper collision,1188.0
A54942,C36582,2023-08-01,Moderate,Hood dent from minor crash,3451.0
A26098,C17395,2022-11-11,Moderate,Front-end collision,2109.0
A26099,C17395,2022-02-20,Severe,Side panel scratch,570.0
A27250,C18145,2024-02-26,Severe,Minor parking lot accident,4229.0
A14663,C09729,2022-02-11,Severe,Collision with pole,1448.0
A14664,C09729,2022-08-01,Moderate,Windshield damage,2013.0
A14665,C09729,2024-06-24,Moderate,Side mirror broken,3740.0
A45114,C30039,2022-12-27,Moderate,Minor parking lot accident,4730.0
A45115,C30039,2023-04-30,Major,Tire puncture during accident,228.0
A45116,C30039,2020-09-20,Minor,Tire puncture during accident,758.0
A53490,C35608,2022-11-16,Minor,Collision with pole,3320.0
A53491,C35608,2021-09-07,Minor,Side swipe from passing vehicle,461.0
A46005,C30640,2023-01-31,Severe,Hood dent from minor crash,2952.0
A46006,C30640,2021-02-26,Minor,Front-end collision,2228.0
A15658,C10348,2024-10-17,Severe,Rear bumper collision,4857.0
A15659,C10348,2024-08-29,Severe,Damage from pothole incident,2403.0
A66309,C44046,2022-11-28,Major,Front bumper scrape,4703.0
A66310,C44046,2020-11-28,Moderate,Head-on collision,4770.0
A66311,C44046,2023-11-02,Severe,Damage from pothole incident,1471.0
A45734,C30468,2021-09-09,Minor,Side panel scratch,1643.0
A45735,C30468,2022-05-22,Moderate,Accident on slippery road,4147.0
A61656,C40978,2023-05-16,Minor,Side mirror broken,645.0
A61657,C40978,2021-02-01,Major,Front-end collision,2840.0
A28727,C19146,2022-07-09,Major,Door dent from tight parking,4639.0
A28728,C19146,2023-07-15,Major,Fender scratch from curb,1087.0
A25758,C17164,2022-08-20,Minor,Accident on slippery road,3528.0
A25759,C17164,2023-11-11,Minor,Head-on collision,4008.0
A21313,C14146,2022-03-14,Moderate,Accident on slippery road,3871.0
A43784,C29131,2021-02-14,Severe,Parking lot scrape,1453.0
A43785,C29131,2023-12-23,Major,Front-end collision,297.0
A43786,C29131,2022-05-05,Moderate,Front-end collision,3142.0
A00903,C00631,2021-03-23,Moderate,Minor collision at roundabout,311.0
A00904,C00631,2022-01-12,Moderate,Fender scratch from curb,1669.0
A10257,C06822,2025-04-20,Major,Side mirror broken,3898.0
A03317,C02277,2021-10-31,Moderate,Rear bumper collision,2567.0
A03318,C02277,2024-04-16,Minor,Side mirror broken,2753.0
A03319,C02277,2021-02-02,Minor,Head-on collision,1866.0
A32352,C21563,2024-12-25,Minor,Tire puncture during accident,2100.0
A06345,C04273,2021-10-22,Moderate,Side mirror broken,3027.0
A00011,C00007,2024-08-16,Moderate,Collision with pole,3164.0
A00012,C00007,2024-12-01,Severe,Scratched paint on rear bumper,312.0
A00013,C00007,2022-10-31,Severe,Front bumper scrape,1574.0
A03130,C02146,2021-08-04,Severe,Windshield damage,1628.0
A58584,C38974,2023-08-06,Moderate,Rear-end hit at traffic light,3969.0
A58585,C38974,2023-02-08,Severe,Hood dent from minor crash,1784.0
A66573,C44231,2024-10-14,Major,Side swipe from passing vehicle,4107.0
A66574,C44231,2025-01-07,Moderate,Parking lot scrape,1008.0
A66575,C44231,2022-06-26,Severe,Damage from pothole incident,3992.0
A02430,C01700,2023-12-14,Severe,Collision with pole,4173.0
A02431,C01700,2024-06-26,Severe,Rear bumper collision,1208.0
A60151,C39969,2021-03-12,Minor,Minor fender bender,4421.0
A60152,C39969,2023-06-30,Severe,Side swipe from passing vehicle,1275.0
A60153,C39969,2023-02-14,Major,Minor fender bender,3854.0
A59456,C39525,2025-07-17,Minor,Side swipe from passing vehicle,1118.0
A67203,C44666,2024-07-22,Minor,Rear bumper collision,2393.0
A67204,C44666,2021-06-11,Minor,Head-on collision,2314.0
A67205,C44666,2025-07-08,Minor,Damage from pothole incident,1967.0
A53222,C35433,2023-09-29,Severe,Hood dent from minor crash,1152.0
A53223,C35433,2024-09-09,Major,Side panel scratch,1397.0
A53224,C35433,2021-09-05,Major,Accident on slippery road,976.0
A34909,C23252,2021-08-08,Minor,Tire puncture during accident,581.0
A41629,C27667,2021-05-06,Major,Windshield damage,3774.0
A41630,C27667,2025-01-06,Severe,Rear-end hit at traffic light,4418.0
A23380,C15551,2022-12-06,Severe,Rear-end hit at traffic light,2980.0
A23575,C15672,2025-01-27,Minor,Side mirror broken,776.0
A23576,C15672,2021-11-21,Major,Rear quarter panel dent,1455.0
A23577,C15672,2021-11-01,Minor,Accident on slippery road,288.0
A72371,C48106,2021-10-28,Minor,Rear bumper collision,2290.0
A72372,C48106,2022-12-21,Major,Door dent from tight parking,4764.0
A72373,C48106,2021-12-10,Moderate,Accident on slippery road,4839.0
A10710,C07133,2025-08-15,Severe,Side swipe from passing vehicle,2486.0
A10711,C07133,2021-07-29,Severe,Scratched paint on rear bumper,739.0
A10712,C07133,2024-06-03,Severe,Rear quarter panel dent,3335.0
A60649,C40306,2023-03-11,Major,Head-on collision,1035.0
A60650,C40306,2023-07-17,Severe,Accident on slippery road,1362.0
A60651,C40306,2023-06-27,Major,Rear bumper collision,815.0
A42184,C28051,2022-01-27,Minor,Side panel scratch,4728.0
A05120,C03456,2023-03-03,Severe,Minor parking lot accident,2725.0
A05121,C03456,2025-06-29,Minor,Front bumper scrape,2816.0
A30814,C20513,2022-11-20,Severe,Front bumper scrape,4379.0
A49761,C33138,2022-01-09,Moderate,Front bumper scrape,4068.0
A69991,C46554,2020-10-13,Moderate,Hood dent from minor crash,1854.0
A69992,C46554,2022-05-26,Severe,Door dent from tight parking,205.0
A11468,C07639,2025-04-21,Minor,Rear bumper collision,1666.0
A11469,C07639,2021-08-29,Minor,Front bumper scrape,2520.0
A11470,C07639,2021-03-03,Moderate,Hood dent from minor crash,741.0
A46161,C30743,2023-11-01,Moderate,Front-end collision,1057.0
A26564,C17689,2025-06-21,Minor,Rear-end hit at traffic light,4149.0
A26565,C17689,2024-07-04,Major,Rear-end hit at traffic light,1631.0
A26566,C17689,2022-12-15,Moderate,Side swipe from passing vehicle,1966.0
A70969,C47204,2022-03-21,Severe,Tire puncture during accident,4639.0
A70970,C47204,2020-10-10,Severe,Scratched paint on rear bumper,3676.0
A02471,C01722,2023-06-03,Moderate,Accident on slippery road,2243.0
A57877,C38513,2021-10-01,Major,Front-end collision,111.0
A57878,C38513,2021-07-22,Severe,Minor collision at roundabout,354.0
A57879,C38513,2021-04-05,Moderate,Tire puncture during accident,3038.0
A09649,C06434,2022-12-14,Severe,Rear-end hit at traffic light,4235.0
A09650,C06434,2025-02-14,Moderate,Tire puncture during accident,3844.0
A09651,C06434,2024-12-30,Severe,Minor parking lot accident,2326.0
A40704,C27061,2021-12-19,Moderate,Side swipe from passing vehicle,3127.0
A40705,C27061,2021-09-04,Major,Hood dent from minor crash,1622.0
A40218,C26727,2021-12-24,Severe,Side swipe from passing vehicle,3881.0
A28164,C18755,2021-11-08,Moderate,Parking lot scrape,3392.0
A28165,C18755,2021-04-04,Major,Damage from pothole incident,3256.0
A09004,C06030,2025-07-29,Minor,Damage from pothole incident,529.0
A09005,C06030,2021-10-03,Minor,Head-on collision,2199.0
A12610,C08351,2021-08-24,Severe,Minor parking lot accident,4325.0
A12611,C08351,2024-12-10,Minor,Minor collision at roundabout,1894.0
A71089,C47282,2021-02-12,Minor,Minor parking lot accident,1689.0
A71090,C47282,2023-12-07,Moderate,Windshield damage,3141.0
A71091,C47282,2024-09-08,Minor,Minor parking lot accident,3699.0
A45355,C30206,2024-03-24,Major,Scratched paint on rear bumper,1439.0
A36104,C24050,2024-12-21,Moderate,Side panel scratch,250.0
A10505,C06995,2024-05-13,Moderate,Minor fender bender,504.0
A10506,C06995,2022-10-24,Minor,Scratched paint on rear bumper,177.0
A22499,C14936,2023-11-29,Major,Minor collision at roundabout,2671.0
A22500,C14936,2023-06-28,Minor,Damage from pothole incident,4508.0
A22501,C14936,2024-07-29,Moderate,Collision with pole,3326.0
A09174,C06133,2025-07-04,Moderate,Head-on collision,3131.0
A02016,C01403,2021-07-03,Moderate,Tire puncture during accident,4113.0
A02017,C01403,2022-03-10,Severe,Front bumper scrape,3054.0
A00783,C00537,2021-07-02,Major,Side mirror broken,4801.0
A00784,C00537,2024-10-19,Moderate,Minor collision at roundabout,3068.0
A00785,C00537,2022-12-17,Moderate,Tire puncture during accident,1351.0
A08703,C05823,2025-07-24,Minor,Side panel scratch,3880.0
A09513,C06349,2023-06-10,Minor,Front bumper scrape,306.0
A09514,C06349,2023-10-02,Severe,Tire puncture during accident,1346.0
A72669,C48292,2023-06-12,Moderate,Side mirror broken,1111.0
A72670,C48292,2021-12-29,Major,Front-end collision,621.0
A72671,C48292,2021-10-05,Moderate,Minor fender bender,3591.0
A12876,C08544,2025-06-20,Severe,Fender scratch from curb,474.0
A12877,C08544,2021-01-17,Minor,Head-on collision,861.0
A30044,C19999,2021-08-09,Moderate,Front-end collision,4171.0
A11324,C07545,2025-04-24,Severe,Minor fender bender,216.0
A11325,C07545,2021-12-01,Severe,Door dent from tight parking,1835.0
A11326,C07545,2020-11-03,Major,Side panel scratch,3747.0
A02914,C01994,2025-02-22,Moderate,Tire puncture during accident,236.0
A02915,C01994,2022-09-14,Major,Scratched paint on rear bumper,3355.0
A02916,C01994,2025-02-16,Moderate,Minor parking lot accident,706.0
A48857,C32539,2021-06-07,Minor,Side panel scratch,2075.0
A39727,C26411,2023-08-06,Major,Head-on collision,783.0
A39728,C26411,2024-11-13,Minor,Minor parking lot accident,3645.0
A39729,C26411,2023-09-29,Severe,Scratched paint on rear bumper,4286.0
A10193,C06779,2024-05-13,Major,Rear-end hit at traffic light,3732.0
A10194,C06779,2023-03-15,Moderate,Head-on collision,4732.0
A10195,C06779,2025-03-11,Severe,Rear-end hit at traffic light,2728.0
A08027,C05378,2023-07-20,Major,Windshield damage,294.0
A08028,C05378,2021-08-20,Major,Damage from pothole incident,3805.0
A08029,C05378,2024-01-25,Major,Windshield damage,4379.0
A65652,C43610,2022-07-15,Severe,Head-on collision,906.0
A65653,C43610,2023-03-13,Moderate,Collision with pole,2056.0
A65654,C43610,2021-07-06,Major,Tire puncture during accident,476.0
A48279,C32147,2025-02-13,Severe,Side swipe from passing vehicle,3247.0
A38917,C25878,2021-07-11,Minor,Side mirror broken,2582.0
A38918,C25878,2024-05-26,Moderate,Rear bumper collision,3080.0
A38919,C25878,2024-03-30,Moderate,Side mirror broken,3552.0
A10657,C07101,2021-06-01,Moderate,Rear quarter panel dent,4891.0
A40230,C26736,2020-11-04,Minor,Door dent from tight parking,4266.0
A40231,C26736,2022-09-09,Moderate,Minor parking lot accident,3544.0
A40232,C26736,2022-10-14,Severe,Door dent from tight parking,3207.0
A59667,C39663,2022-04-01,Severe,Fender scratch from curb,3542.0
A59668,C39663,2022-05-18,Moderate,Collision with pole,3297.0
A55931,C37223,2024-04-30,Minor,Minor fender bender,548.0
A55932,C37223,2023-03-18,Moderate,Door dent from tight parking,2608.0
A03348,C02299,2025-01-31,Moderate,Rear quarter panel dent,3830.0
A03349,C02299,2022-08-02,Major,Fender scratch from curb,2965.0
A03350,C02299,2024-11-03,Minor,Accident on slippery road,1936.0
A38588,C25669,2025-06-22,Minor,Side mirror broken,3296.0
A40759,C27094,2024-01-20,Major,Scratched paint on rear bumper,3744.0
A54896,C36550,2021-03-18,Moderate,Side mirror broken,604.0
A54897,C36550,2024-10-26,Major,Hood dent from minor crash,2650.0
A54898,C36550,2022-12-23,Minor,Rear-end hit at traffic light,4268.0
A39542,C26281,2023-08-10,Moderate,Minor parking lot accident,1724.0
A06329,C04266,2022-01-27,Major,Hood dent from minor crash,1469.0
A06330,C04266,2025-08-13,Severe,Rear bumper collision,2817.0
A59241,C39384,2022-04-13,Minor,Rear bumper collision,2131.0
A59242,C39384,2021-07-21,Severe,Collision with pole,1394.0
A59243,C39384,2022-09-16,Moderate,Minor collision at roundabout,1523.0
A20395,C13543,2020-12-21,Moderate,Tire puncture during accident,635.0
A20396,C13543,2025-09-01,Moderate,Scratched paint on rear bumper,1218.0
A20397,C13543,2025-01-06,Moderate,Minor collision at roundabout,2540.0
A06177,C04166,2024-01-23,Moderate,Minor parking lot accident,3460.0
A39209,C26064,2024-01-09,Minor,Minor collision at roundabout,3407.0
A39210,C26064,2022-09-05,Major,Windshield damage,1336.0
A39211,C26064,2021-06-24,Moderate,Rear-end hit at traffic light,4313.0
A16061,C10630,2023-12-14,Severe,Head-on collision,2790.0
A55847,C37174,2023-08-26,Moderate,Parking lot scrape,2699.0
A55848,C37174,2025-03-06,Severe,Front-end collision,1221.0
A25016,C16672,2024-09-08,Minor,Front bumper scrape,3404.0
A51127,C34036,2023-05-17,Major,Side swipe from passing vehicle,4377.0
A02485,C01732,2022-09-07,Major,Hood dent from minor crash,774.0
A02486,C01732,2025-04-13,Severe,Collision with pole,2182.0
A38748,C25765,2020-11-02,Moderate,Side swipe from passing vehicle,1699.0
A47528,C31641,2023-02-18,Minor,Accident on slippery road,1249.0
A47529,C31641,2025-03-02,Severe,Minor collision at roundabout,2197.0
A47530,C31641,2020-12-04,Severe,Tire puncture during accident,4580.0
A11694,C07782,2022-01-15,Minor,Side swipe from passing vehicle,2483.0
A11695,C07782,2024-02-26,Major,Accident on slippery road,880.0
A11696,C07782,2020-10-15,Major,Scratched paint on rear bumper,1507.0
A29981,C19962,2024-09-23,Severe,Scratched paint on rear bumper,3478.0
A29982,C19962,2022-02-17,Moderate,Side mirror broken,2452.0
A29983,C19962,2024-01-14,Severe,Windshield damage,4364.0
A48850,C32534,2021-03-26,Major,Damage from pothole incident,1010.0
A28816,C19194,2022-12-08,Minor,Rear-end hit at traffic light,1151.0
A28817,C19194,2024-05-24,Major,Damage from pothole incident,4982.0
A28818,C19194,2025-04-23,Severe,Rear quarter panel dent,4912.0
A28461,C18961,2023-12-02,Major,Rear-end hit at traffic light,4111.0
A28462,C18961,2023-02-17,Minor,Tire puncture during accident,3798.0
A28463,C18961,2022-06-22,Severe,Front-end collision,1670.0
A57566,C38319,2020-10-25,Severe,Front bumper scrape,1368.0
A35670,C23752,2020-10-11,Minor,Front bumper scrape,646.0
A45434,C30259,2025-08-16,Moderate,Minor fender bender,4621.0
A45435,C30259,2020-10-04,Severe,Accident on slippery road,1949.0
A12227,C08114,2022-05-28,Moderate,Side mirror broken,496.0
A12228,C08114,2021-11-23,Minor,Hood dent from minor crash,3714.0
A73068,C48563,2024-12-12,Major,Rear quarter panel dent,3983.0
A49282,C32835,2023-08-22,Severe,Minor collision at roundabout,550.0
A49283,C32835,2024-10-10,Moderate,Scratched paint on rear bumper,3945.0
A37645,C25057,2024-06-15,Severe,Rear-end hit at traffic light,1632.0
A37646,C25057,2020-10-30,Major,Accident on slippery road,3471.0
A62846,C41777,2020-11-27,Severe,Minor collision at roundabout,2657.0
A62847,C41777,2025-01-03,Moderate,Side mirror broken,3820.0
A62848,C41777,2022-05-04,Severe,Minor collision at roundabout,418.0
A48020,C31982,2022-03-01,Major,Minor collision at roundabout,832.0
A12347,C08195,2022-10-22,Major,Head-on collision,2276.0
A12348,C08195,2023-11-07,Major,Scratched paint on rear bumper,992.0
A12349,C08195,2024-07-21,Severe,Minor parking lot accident,516.0
A21682,C14382,2020-12-08,Minor,Parking lot scrape,2202.0
A61566,C40921,2022-12-05,Minor,Front-end collision,2346.0
A61567,C40921,2022-05-17,Moderate,Minor parking lot accident,4771.0
A40599,C26989,2024-06-08,Minor,Rear-end hit at traffic light,1782.0
A40600,C26989,2023-01-19,Moderate,Minor collision at roundabout,536.0
A40601,C26989,2023-09-12,Major,Front bumper scrape,934.0
A15185,C10070,2023-03-25,Moderate,Fender scratch from curb,2384.0
A15186,C10070,2021-09-15,Moderate,Parking lot scrape,3239.0
A48478,C32281,2025-03-15,Minor,Head-on collision,1687.0
A48479,C32281,2022-07-09,Severe,Door dent from tight parking,2186.0
A48480,C32281,2024-07-20,Major,Front bumper scrape,2965.0
A52669,C35075,2023-01-04,Severe,Minor fender bender,3868.0
A52670,C35075,2022-09-09,Severe,Front bumper scrape,276.0
A52671,C35075,2021-11-04,Severe,Front bumper scrape,4142.0
A63390,C42111,2021-06-12,Minor,Rear bumper collision,255.0
A63391,C42111,2024-06-01,Major,Rear bumper collision,1534.0
A46762,C31145,2024-09-18,Minor,Rear-end hit at traffic light,476.0
A01666,C01167,2021-08-15,Moderate,Collision with pole,1969.0
A01667,C01167,2025-01-13,Major,Rear-end hit at traffic light,2669.0
A01668,C01167,2021-02-28,Moderate,Scratched paint on rear bumper,4372.0
A53023,C35301,2023-09-22,Severe,Accident on slippery road,976.0
A53024,C35301,2025-03-02,Major,Minor fender bender,3444.0
A53025,C35301,2022-05-21,Minor,Scratched paint on rear bumper,2848.0
A56140,C37354,2021-03-07,Minor,Door dent from tight parking,4418.0
A72516,C48204,2023-01-27,Severe,Rear bumper collision,649.0
A71494,C47543,2021-05-13,Minor,Damage from pothole incident,2290.0
A71495,C47543,2022-12-07,Minor,Minor parking lot accident,537.0
A44844,C29854,2022-01-25,Moderate,Fender scratch from curb,300.0
A44845,C29854,2021-05-15,Major,Rear-end hit at traffic light,882.0
A44846,C29854,2021-10-05,Moderate,Side mirror broken,3480.0
A34405,C22931,2022-10-06,Minor,Rear-end hit at traffic light,690.0
A34406,C22931,2025-02-26,Severe,Parking lot scrape,1445.0
A34407,C22931,2025-03-08,Severe,Rear-end hit at traffic light,4680.0
A66525,C44195,2021-02-25,Minor,Windshield damage,4162.0
A66526,C44195,2025-03-20,Moderate,Fender scratch from curb,2898.0
A66527,C44195,2020-10-21,Minor,Collision with pole,4614.0
A55280,C36809,2023-03-16,Minor,Scratched paint on rear bumper,235.0
A55281,C36809,2023-12-26,Moderate,Head-on collision,1174.0
A40323,C26795,2022-11-20,Moderate,Head-on collision,570.0
A40324,C26795,2022-07-28,Major,Fender scratch from curb,149.0
A40325,C26795,2020-10-08,Minor,Minor fender bender,901.0
A03303,C02270,2024-04-06,Severe,Head-on collision,2189.0
A35584,C23692,2022-06-28,Minor,Head-on collision,3858.0
A35585,C23692,2022-06-08,Major,Tire puncture during accident,1684.0
A35586,C23692,2021-01-26,Major,Damage from pothole incident,3265.0
A42903,C28538,2021-11-11,Severe,Rear quarter panel dent,2058.0
A03558,C02446,2024-02-16,Moderate,Accident on slippery road,2932.0
A03559,C02446,2020-11-18,Major,Minor collision at roundabout,4386.0
A03560,C02446,2022-07-25,Severe,Hood dent from minor crash,4186.0
A34815,C23183,2022-07-05,Severe,Minor collision at roundabout,415.0
A34816,C23183,2025-01-15,Severe,Door dent from tight parking,1403.0
A34817,C23183,2021-10-09,Minor,Minor parking lot accident,324.0
A36134,C24070,2021-08-07,Major,Minor fender bender,1196.0
A36135,C24070,2021-09-27,Minor,Minor collision at roundabout,380.0
A36136,C24070,2021-11-17,Severe,Tire puncture during accident,3453.0
A32792,C21848,2022-04-13,Moderate,Accident on slippery road,2419.0
A27001,C17984,2024-07-17,Severe,Tire puncture during accident,3337.0
A27002,C17984,2020-09-27,Minor,Parking lot scrape,3130.0
A27003,C17984,2023-11-19,Severe,Minor collision at roundabout,4836.0
A29001,C19304,2024-06-22,Minor,Door dent from tight parking,1891.0
A29002,C19304,2021-08-15,Severe,Side mirror broken,3652.0
A27465,C18277,2024-09-28,Severe,Scratched paint on rear bumper,1562.0
A27466,C18277,2024-07-30,Major,Collision with pole,3649.0
A71459,C47516,2025-05-04,Moderate,Damage from pothole incident,4391.0
A08071,C05408,2020-10-08,Major,Fender scratch from curb,2269.0
A08072,C05408,2022-04-22,Minor,Side panel scratch,3623.0
A03402,C02349,2023-10-25,Moderate,Rear quarter panel dent,3415.0
A03403,C02349,2025-04-13,Severe,Minor fender bender,2958.0
A03404,C02349,2023-09-24,Moderate,Minor fender bender,4201.0
A67991,C45209,2022-01-30,Minor,Windshield damage,2007.0
A67992,C45209,2024-09-05,Severe,Side panel scratch,4665.0
A67993,C45209,2022-02-14,Major,Rear-end hit at traffic light,4771.0
A24797,C16508,2022-11-29,Minor,Tire puncture during accident,3151.0
A24798,C16508,2024-11-18,Major,Windshield damage,2506.0
A50689,C33746,2022-12-05,Moderate,Side mirror broken,1464.0
A50690,C33746,2022-03-17,Moderate,Door dent from tight parking,3943.0
A50691,C33746,2022-10-07,Moderate,Fender scratch from curb,1368.0
A42110,C27990,2022-01-01,Severe,Rear quarter panel dent,3271.0
A48627,C32366,2025-06-02,Severe,Front bumper scrape,4854.0
A13883,C09225,2024-07-04,Major,Side panel scratch,2124.0
A70368,C46801,2021-12-16,Severe,Accident on slippery road,778.0
A70369,C46801,2021-07-24,Severe,Side mirror broken,3808.0
A70370,C46801,2025-01-10,Moderate,Front-end collision,1501.0
A14727,C09770,2023-12-21,Severe,Front bumper scrape,1658.0
A14728,C09770,2023-02-09,Moderate,Side swipe from passing vehicle,2936.0
A14729,C09770,2021-06-11,Severe,Minor fender bender,1898.0
A14396,C09556,2025-01-04,Severe,Front-end collision,4220.0
A14397,C09556,2023-01-11,Severe,Collision with pole,4688.0
A50541,C33646,2025-02-02,Major,Head-on collision,4513.0
A50542,C33646,2023-03-13,Moderate,Fender scratch from curb,1508.0
A50543,C33646,2024-12-31,Minor,Rear quarter panel dent,636.0
A34300,C22861,2025-03-06,Minor,Collision with pole,1427.0
A34301,C22861,2023-09-28,Severe,Rear bumper collision,1725.0
A34302,C22861,2023-04-11,Minor,Parking lot scrape,2977.0
A11889,C07896,2021-06-02,Severe,Hood dent from minor crash,853.0
A11890,C07896,2021-09-12,Major,Collision with pole,2231.0
A11891,C07896,2022-01-28,Minor,Scratched paint on rear bumper,4339.0
A57352,C38174,2025-03-30,Moderate,Front-end collision,3060.0
A57353,C38174,2022-12-07,Minor,Fender scratch from curb,209.0
A02588,C01789,2024-05-28,Severe,Damage from pothole incident,2552.0
A02589,C01789,2022-04-21,Severe,Scratched paint on rear bumper,2653.0
A02590,C01789,2022-06-28,Severe,Scratched paint on rear bumper,1903.0
A39830,C26477,2021-11-26,Moderate,Front-end collision,2915.0
A39831,C26477,2021-06-27,Severe,Rear-end hit at traffic light,1759.0
A39832,C26477,2022-05-29,Major,Accident on slippery road,2040.0
A49549,C32996,2022-05-22,Moderate,Rear-end hit at traffic light,1377.0
A49550,C32996,2023-01-22,Moderate,Minor fender bender,1952.0
A49551,C32996,2021-11-16,Moderate,Hood dent from minor crash,3852.0
A01310,C00893,2020-12-06,Major,Collision with pole,3787.0
A22202,C14721,2021-05-31,Minor,Door dent from tight parking,4473.0
A22203,C14721,2022-08-30,Moderate,Scratched paint on rear bumper,2618.0
A10114,C06736,2024-10-11,Minor,Fender scratch from curb,4408.0
A10115,C06736,2022-11-25,Major,Side mirror broken,1725.0
A27679,C18431,2023-12-29,Major,Door dent from tight parking,4220.0
A27680,C18431,2021-01-28,Minor,Minor collision at roundabout,509.0
A27851,C18538,2023-05-31,Minor,Side mirror broken,2001.0
A00620,C00431,2025-01-05,Minor,Accident on slippery road,4841.0
A38531,C25628,2021-06-24,Minor,Front bumper scrape,2903.0
A38532,C25628,2023-02-23,Severe,Head-on collision,2751.0
A16874,C11190,2021-03-02,Minor,Hood dent from minor crash,3207.0
A16875,C11190,2023-08-11,Moderate,Side swipe from passing vehicle,3715.0
A16876,C11190,2025-08-28,Severe,Hood dent from minor crash,4538.0
A19175,C12709,2023-07-22,Severe,Fender scratch from curb,483.0
A19176,C12709,2024-09-18,Major,Front-end collision,2864.0
A19177,C12709,2023-10-15,Major,Front bumper scrape,947.0
A14679,C09739,2022-10-12,Major,Tire puncture during accident,2872.0
A14680,C09739,2021-04-18,Minor,Accident on slippery road,4876.0
A14681,C09739,2020-09-14,Moderate,Rear bumper collision,4762.0
A73535,C48874,2025-02-17,Major,Door dent from tight parking,1509.0
A18145,C12031,2022-12-05,Major,Minor fender bender,4620.0
A18146,C12031,2020-11-30,Minor,Collision with pole,2252.0
A49263,C32823,2023-07-02,Minor,Scratched paint on rear bumper,390.0
A49264,C32823,2024-10-31,Major,Head-on collision,3844.0
A49265,C32823,2024-05-28,Minor,Windshield damage,2160.0
A02311,C01617,2025-05-28,Minor,Damage from pothole incident,2978.0
A00375,C00253,2025-06-14,Moderate,Windshield damage,4931.0
A41844,C27816,2024-06-03,Minor,Rear bumper collision,3229.0
A41845,C27816,2024-01-22,Major,Side swipe from passing vehicle,3915.0
A10653,C07097,2023-01-30,Severe,Windshield damage,112.0
A67397,C44810,2024-11-17,Major,Front-end collision,941.0
A67398,C44810,2022-04-06,Major,Fender scratch from curb,3773.0
A16407,C10874,2023-04-06,Severe,Tire puncture during accident,3685.0
A60303,C40078,2021-11-16,Minor,Minor fender bender,3677.0
A60304,C40078,2021-03-31,Severe,Head-on collision,215.0
A24824,C16530,2023-10-19,Moderate,Side panel scratch,3321.0
A24825,C16530,2023-11-09,Severe,Damage from pothole incident,4762.0
A24826,C16530,2020-12-12,Severe,Minor fender bender,3632.0
A24038,C15983,2021-07-24,Severe,Parking lot scrape,2984.0
A24039,C15983,2021-08-09,Major,Damage from pothole incident,1322.0
A73705,C48975,2022-01-02,Major,Accident on slippery road,3143.0
A21509,C14274,2024-04-25,Minor,Rear bumper collision,4614.0
A21510,C14274,2023-08-10,Severe,Side swipe from passing vehicle,4187.0
A16034,C10613,2023-02-09,Major,Head-on collision,4115.0
A03871,C02645,2024-12-09,Severe,Side mirror broken,224.0
A03872,C02645,2025-03-08,Moderate,Rear-end hit at traffic light,3912.0
A20443,C13572,2021-01-26,Major,Door dent from tight parking,3629.0
